2016-11-10T14:21:51.320Z,33.6893333,-116.7615,14.16,0.81,0.04507,ci37736920,7km SW of Idyllwild CA,0.26,0.38,0.242
2016-11-10T14:15:58.710Z,37.3808327,-121.6056671,4.59,1.22,0.04894,nc72723090,18km E of East Foothills California,0.65,1.7,0.1
2016-11-10T14:14:41.000Z,63.0549,-150.9402,123.8,1.7,,ak14312991,91km NNW of Talkeetna Alaska,0.9,2.1,
2016-11-10T14:05:51.000Z,61.0796,-152.1721,107.2,2.4,,ak14312986,64km NW of Nikiski Alaska,0.5,0.6,
2016-11-10T14:03:33.000Z,18.1574,-67.1315,23,1.9,0.04581408,pr16315001,2km NNW of Hormigueros Puerto Rico,0.5,0.8,0
2016-11-10T13:56:48.000Z,65.3697,-144.9885,0,1.7,,ak14312984,17km SW of Circle Hot Springs Station Alaska,1.1,0.5,
2016-11-10T13:48:28.000Z,59.2934,-153.5357,106.6,2.4,,ak14312982,93km ESE of Old Iliamna Alaska,0.6,0.9,
2016-11-10T13:30:21.000Z,62.2466,-151.775,92.4,1.9,,ak14312966,86km W of Talkeetna Alaska,0.5,1,
2016-11-10T13:29:29.080Z,38.8373337,-122.8446655,1.58,0.43,0.007277,nc72723075,10km W of Cobb California,0.4,1.01,0.15
2016-11-10T13:26:32.120Z,33.6586667,-116.7675,15.57,0.76,0.06487,ci37736880,10km SSW of Idyllwild CA,0.25,0.46,0.324
2016-11-10T13:23:31.030Z,33.6588333,-116.7663333,15.05,0.72,0.065,ci37736872,10km SSW of Idyllwild CA,0.24,0.43,0.181
2016-11-10T13:23:15.010Z,36.6879997,-121.3111649,3.79,2.02,0.03337,nc72723065,14km SSE of Ridgemark California,0.28,1.34,0.15
2016-11-10T13:16:57.410Z,33.2398333,-116.0528333,8.82,1.14,0.1751,ci37736864,11km SW of Salton City CA,0.52,2.17,0.126
2016-11-10T13:12:44.470Z,35.3386667,-118.5541667,7.86,1.14,0.1189,ci37736840,25km NNW of Tehachapi CA,0.34,1.28,0.264
2016-11-10T13:11:57.390Z,33.6576667,-116.768,14.29,0.63,0.06389,ci37736832,10km SSW of Idyllwild CA,0.29,0.4,0.178
2016-11-10T13:11:52.190Z,35.3376667,-118.5586667,7.33,1.3,0.1219,ci37736824,25km NNW of Tehachapi CA,0.33,1.42,0.218
2016-11-10T13:11:29.760Z,36.0723343,-120.6490021,-0.7,1.85,0.04294,nc72723060,27km WSW of Coalinga California,1.45,6.27,0.23
2016-11-10T12:46:16.330Z,38.8201675,-122.8054962,3.22,0.88,0.004814,nc72723050,6km NW of The Geysers California,0.39,0.92,0.08
2016-11-10T12:46:14.000Z,61.7594,-151.4659,70.8,1.9,,ak14312830,75km W of Willow Alaska,0.3,0.5,
2016-11-10T12:41:22.640Z,33.9901667,-116.3916667,8.21,0.91,0.05136,ci37736816,11km ENE of Desert Hot Springs CA,0.34,0.66,0.236
2016-11-10T12:25:24.680Z,38.8186684,-122.7763367,3.18,0.45,0.01281,nc72723045,4km W of Cobb California,0.87,1.03,0.06
2016-11-10T12:24:09.900Z,-50.0219,114.194,10,5.2,16.414,us100076ma,Western Indian-Antarctic Ridge,12.8,1.9,0.087
2016-11-10T12:12:44.040Z,41.0726,22.673,10,4.8,1.019,us100076m6,12km NE of Polykastron Greece,4.9,1.9,0.078
2016-11-10T12:03:40.110Z,38.836834,-122.8413315,1.63,0.78,0.004889,nc72723040,9km NW of The Geysers California,0.36,0.66,0.01
2016-11-10T11:55:16.210Z,33.9398333,-116.8825,17.77,0.83,0.1275,ci37736800,2km NNW of Banning CA,0.47,1.01,0.181
2016-11-10T11:49:31.210Z,-16.4577,-173.2688,10,5,4.113,us100076m3,76km SE of Hihifo Tonga,9.1,1.9,0.045
2016-11-10T11:39:20.700Z,38.8305016,-122.8206635,4.68,0.67,0.0109,nc72723010,8km W of Cobb California,3.27,6.73,0.11
2016-11-10T11:20:59.360Z,38.8363342,-122.7874985,1.39,0.56,0.003038,nc72723000,5km WNW of Cobb California,0.34,1.51,
2016-11-10T11:11:56.530Z,34.1685,-117.413,2.51,1.09,0.02686,ci37736776,6km S of Devore CA,0.29,0.52,0.134
2016-11-10T10:54:27.340Z,33.9206667,-116.027,2.99,1.05,0.08325,ci37736760,25km S of Twentynine Palms CA,0.36,0.62,0.139
2016-11-10T10:35:27.100Z,18.2028,-64.7136,91,2.3,0.13923887,pr16315000,25km SSW of Road Town British Virgin Islands,7.7,1.6,0
2016-11-10T10:10:29.620Z,37.6393318,-118.9286652,4.57,0.83,0.0239,nc72722975,3km ESE of Mammoth Lakes California,1.03,2.24,0.15
2016-11-10T10:00:11.420Z,38.639,-118.5438,11.4,1.3,0.016,nn00566051,14km NNE of Hawthorne Nevada,,,
2016-11-10T09:49:33.000Z,60.7863,-151.4185,62.6,1.8,,ak14312544,12km NNW of Nikiski Alaska,0.6,1.4,
2016-11-10T09:37:20.120Z,38.6413,-118.5517,11.6,1.8,0.032,nn00566048,14km NNE of Hawthorne Nevada,,,
2016-11-10T09:34:43.110Z,38.636,-118.5412,12.1,1.9,0.052,nn00566047,14km NNE of Hawthorne Nevada,,,
2016-11-10T09:19:10.820Z,37.4028,-118.1817,7,1.4,0.097,nn00566045,19km ENE of Bishop California,,,
2016-11-10T09:04:04.000Z,60.9457,-146.6985,21.7,1.6,,ak14312424,27km SW of Valdez Alaska,0.5,0.3,
2016-11-10T09:01:10.000Z,62.5143,-151.2781,87.3,2.6,,ak14312415,64km WNW of Talkeetna Alaska,0.4,0.7,
2016-11-10T08:15:34.920Z,-8.8707,111.3925,73.76,4.8,1.283,us100076ls,64km S of Ngulung Wetan Indonesia,9.1,8.2,0.092
2016-11-10T08:09:40.530Z,38.8176651,-122.822998,2.34,1.01,0.01002,nc72722930,7km NW of The Geysers California,0.24,0.4,0.22
2016-11-10T07:54:05.810Z,37.5154991,-118.8853302,5.52,1.15,0.08678,nc72722920,16km SSE of Mammoth Lakes California,0.41,1.06,0.18
2016-11-10T07:11:05.110Z,14.82,121.4287,52.27,4.9,7.962,us100076lm,23km WNW of Gumian Philippines,9.6,8,0.093
2016-11-10T06:30:35.190Z,38.3993,-115.9387,0.5,1.9,1.127,nn00566040,44km ENE of Warm Springs Nevada,,,
2016-11-10T06:02:18.010Z,19.2878342,-155.3894958,1.42,1.8,0.04547,hv61475526,13km NE of Pahala Hawaii,0.29,0.44,0.3
2016-11-10T05:23:22.570Z,38.8288345,-122.7883301,-0.89,0.96,0.01448,nc72722895,5km W of Cobb California,0.51,1.9,0.15
2016-11-10T05:20:06.000Z,61.6725,-152.3573,124.8,1.8,,ak14312176,122km W of Willow Alaska,0.7,0.4,
2016-11-10T05:19:59.000Z,58.0795,-151.5699,43.7,2.5,,ak14312175,59km ENE of Kodiak Alaska,0.8,0.7,
2016-11-10T05:15:50.000Z,64.4459,-152.1594,0.2,1.4,,ak14312174,81km S of Tanana Alaska,0.6,70.4,
2016-11-10T05:12:17.000Z,62.5244,-149.7306,67.8,1.7,,ak14312172,29km NE of Talkeetna Alaska,0.8,1.2,
2016-11-10T05:01:46.670Z,39.588,-120.6658,18.7,1.5,0.261,nn00566039,14km ENE of Downieville California,,,
2016-11-10T04:32:34.000Z,51.9011,-174.2753,7.8,3.5,,ak14312171,33km S of Atka Alaska,1.8,1.4,
2016-11-10T04:21:33.690Z,38.3752,-115.9002,3.2,1.5,1.084,nn00566038,45km ENE of Warm Springs Nevada,,,
2016-11-10T04:02:52.600Z,36.1495,-91.502,2.5,1.89,0.2928,nm60031703,12km SE of Ash Flat Arkansas,0.51,12.84,0.123
2016-11-10T03:21:39.000Z,63.3873,-151.4717,2.9,1.4,,ak14312169,126km W of Cantwell Alaska,0.4,0.4,
2016-11-10T02:57:05.190Z,33.8501667,-116.834,15.7,1.13,0.03468,ci37736640,9km SSW of Cabazon CA,0.22,0.64,0.188
2016-11-10T02:56:01.340Z,14.2979,-93.0443,54.16,4.6,1.326,us100076l6,81km SW of Puerto Madero Mexico,7.3,9.2,0.04
2016-11-10T02:18:15.500Z,19.7180004,-156.1676636,9.58,1.83,0.3145,hv61475396,19km WNW of Kailua-Kona Hawaii,6.65,7.54,0.42
2016-11-10T02:06:12.000Z,61.183,-139.9473,0,2,,ak14312063,140km WNW of Haines Junction Canada,0.3,0.5,
2016-11-10T00:46:17.000Z,60.9487,-151.3399,53.1,1.8,,ak14312057,28km N of Nikiski Alaska,0.3,0.8,
2016-11-10T00:36:23.500Z,37.6388321,-118.9331665,5.29,0.95,0.02701,nc72722850,3km ESE of Mammoth Lakes California,0.69,1.19,0.16
2016-11-10T00:35:05.070Z,37.6409988,-118.9213333,6.13,1.59,0.01856,nc72722845,4km E of Mammoth Lakes California,0.37,0.51,0.15
2016-11-10T00:01:01.000Z,64.9848,-147.3339,0,1.3,,ak14311953,22km NNE of Badger Alaska,0.3,33.4,
2016-11-10T00:00:06.000Z,60.3396,-152.1011,64.2,1.9,,ak14311950,38km ESE of Redoubt Volcano Alaska,0.4,0.6,
2016-11-09T23:57:25.000Z,62.7944,-150.9002,96.6,1.8,,ak14311948,66km NW of Talkeetna Alaska,0.4,0.8,
2016-11-09T23:41:17.000Z,59.8834,-152.6954,83.5,2.8,,ak14311947,49km WNW of Anchor Point Alaska,1.6,1.6,
2016-11-09T23:35:17.330Z,37.6551667,-118.8675,1.85,0.29,0.02565,nc72722815,9km E of Mammoth Lakes California,0.67,0.81,0.047
2016-11-09T23:30:05.000Z,62.9005,-151.2557,110.5,1.4,,ak14311943,87km NW of Talkeetna Alaska,1.1,0.8,
2016-11-09T23:29:31.420Z,37.585,-113.355,10.1,1.17,0.03488,uu60170202,27km WSW of Cedar City Utah,0.67,1.01,0.332
2016-11-09T23:28:51.220Z,37.5285,-119.3566667,4.61,0.98,0.2067,nc72722810,30km SE of Yosemite Valley California,1.03,11.25,0.135
2016-11-09T23:11:02.000Z,65.4106,-144.7769,2.7,1.6,,ak14311941,7km SSW of Circle Hot Springs Station Alaska,0.6,3.5,
2016-11-09T23:07:44.000Z,60.1649,-152.5528,80.6,1.7,,ak14311940,37km SSE of Redoubt Volcano Alaska,0.8,0.9,
2016-11-09T22:56:13.000Z,61.7169,-148.192,6.2,1.1,,ak14311935,35km ESE of Sutton-Alpine Alaska,0.3,0.2,
2016-11-09T22:46:47.000Z,61.2202,-151.9841,14.4,0.6,,ak14311934,70km NNW of Nikiski Alaska,0.3,0.1,
2016-11-09T22:36:48.695Z,39.6096,-120.6411,14.3,0.2,0.155,nn00566021,16km ENE of Downieville California,,5.8,0.21
2016-11-09T22:25:21.000Z,64.7281,-148.9126,21.5,1,,ak14311828,19km NNE of North Nenana Alaska,0.3,0.3,
2016-11-09T22:20:41.450Z,38.7666,142.1254,42.12,5.1,1.38,us100076kd,49km SE of Ofunato Japan,6.5,6.7,0.032
2016-11-09T22:18:01.470Z,35.9979,-96.775,2.16,2.4,0.036,us100076k8,1km NNW of Cushing Oklahoma,0.7,3.7,0.128
2016-11-09T22:12:01.000Z,64.4389,-147.1805,1,0.5,,ak14311831,16km SW of Salcha Alaska,0.4,,
2016-11-09T22:02:29.560Z,37.6386667,-118.9278333,6.07,1.2,0.02346,nc72722790,4km ESE of Mammoth Lakes California,0.25,0.3,0.203
2016-11-09T22:00:04.000Z,62.9622,-148.1635,59.9,2.2,,ak14311774,62km SE of Cantwell Alaska,0.4,0.7,
2016-11-09T21:41:29.500Z,18.7999,-65.4509,5,2.3,0.51383634,pr16314006,54km NNE of Luquillo Puerto Rico,0.5,0.9,0
2016-11-09T21:35:49.000Z,59.4491,-152.7149,69.3,1.9,,ak14311746,61km SW of Anchor Point Alaska,0.7,1.1,
2016-11-09T21:34:11.400Z,18.875,-65.4671,19,2.2,0.59109146,pr16314005,61km NNE of Luquillo Puerto Rico,1.4,3.6,0
2016-11-09T21:32:51.000Z,18.8752,-65.4742,14,1.6,0.59288809,pr16314004,61km NNE of Luquillo Puerto Rico,0.6,0.8,0
2016-11-09T21:30:49.430Z,33.5946667,-116.8136667,12.22,1.01,0.04138,ci37736560,14km WNW of Anza CA,0.22,0.29,0.206
2016-11-09T21:30:48.500Z,18.8658,-65.4729,32,2.8,0.58390493,pr16314003,60km NNE of Luquillo Puerto Rico,2.4,8.3,0
2016-11-09T21:27:08.120Z,19.3943333,-155.617,11.192,0.86,0.01304,hv61475026,25km NW of Pahala Hawaii,0.77,2.12,0.104
2016-11-09T21:24:07.230Z,39.6111679,-121.5681686,0.19,2.16,0.05499,nc72722785,10km N of Oroville California,0.77,12.34,0.18
2016-11-09T20:55:14.150Z,45.9588333,-112.1016667,10.47,1.29,0.197,mb80188794,9km N of Whitehall Montana,0.34,1.1,0.269
2016-11-09T20:34:03.950Z,33.6848333,-117.9026667,14.45,2.51,0.024,ci37736416,2km NNE of Costa Mesa CA,0.34,0.5,0.172
2016-11-09T20:24:49.660Z,19.3568325,-155.9179993,32.01,2.26,0.1039,hv61474971,12km SSW of Honaunau-Napoopoo Hawaii,0.64,0.94,0.1
2016-11-09T20:24:03.200Z,37.6391667,-118.9281667,6.01,0.39,0.02371,nc72722770,4km ESE of Mammoth Lakes California,0.35,0.43,0.146
2016-11-09T20:23:38.520Z,38.8375015,-122.7854996,0.96,1.14,0.00389,nc72722765,5km WNW of Cobb California,0.23,0.48,0.07
2016-11-09T20:06:33.490Z,37.6373333,-118.9303333,5.67,0.42,0.02452,nc72722760,3km ESE of Mammoth Lakes California,0.37,0.45,0.138
2016-11-09T19:51:12.790Z,38.572834,-122.3176651,1.78,2.12,0.1354,nc72722755,11km E of Angwin California,0.47,9.56,0.36
2016-11-09T19:34:52.000Z,61.6402,-150.7558,55.2,1.9,,ak14311741,39km WSW of Willow Alaska,0.3,0.6,
2016-11-09T19:30:43.490Z,37.6375,-118.9285,6.1,1.28,0.02331,nc72722740,4km ESE of Mammoth Lakes California,0.24,0.32,0.359
2016-11-09T19:21:10.450Z,37.6406667,-118.9293333,5.84,0.47,0.02348,nc72722735,3km ESE of Mammoth Lakes California,0.34,0.44,0.122
2016-11-09T19:13:59.110Z,34.2098333,-116.8335,5.13,1.28,0.08924,ci37736400,6km S of Big Bear City CA,0.15,0.5,0.126
2016-11-09T19:13:04.390Z,37.6393333,-118.9293333,5.84,0.73,0.0243,nc72722730,3km ESE of Mammoth Lakes California,0.33,0.45,0.313
